loss,top5_acc,val_loss,val_top5_acc,learning_rate
2.9483094215393066,0.4177702069282532,2.9121038913726807,0.45428574085235596,0.0010000000474974513
2.8488335609436035,0.43699270486831665,2.934544563293457,0.39714285731315613,0.0010000000474974513
2.836641550064087,0.4380911588668823,2.918034315109253,0.44285720586776733,0.0010000000474974513
2.827751874923706,0.4484041929244995,2.9114739894866943,0.46000003814697266,0.0010000000474974513
2.830392360687256,0.4392505884170532,2.9099361896514893,0.40000003576278687,0.0010000000474974513
2.8209781646728516,0.44303420186042786,2.8940649032592773,0.44285714626312256,0.0010000000474974513
2.8215255737304688,0.44535303115844727,2.9030685424804688,0.41999998688697815,0.0010000000474974513
2.817025661468506,0.44645145535469055,2.9235029220581055,0.4457143545150757,0.0010000000474974513
2.8138742446899414,0.4512113630771637,2.8991918563842773,0.4399999976158142,0.0010000000474974513
2.813647985458374,0.45426249504089355,2.8860602378845215,0.4514285922050476,0.0010000000474974513
2.803927183151245,0.46060898900032043,2.913766384124756,0.44285714626312256,0.0010000000474974513
2.8002936840057373,0.46231767535209656,2.918177604675293,0.4114286005496979,0.0010000000474974513
2.7959208488464355,0.4675047993659973,2.9142017364501953,0.4142857491970062,0.0010000000474974513
2.7914910316467285,0.4653688967227936,2.9101569652557373,0.3857142925262451,0.0010000000474974513
2.7898483276367188,0.46634531021118164,2.9149978160858154,0.4114286005496979,0.0010000000474974513
2.7784910202026367,0.47531577944755554,2.930229425430298,0.4114286005496979,0.0005000000237487257
2.770730495452881,0.4827606976032257,2.937788963317871,0.4085714817047119,0.0005000000237487257
2.766373634338379,0.48599496483802795,2.929100275039673,0.43142861127853394,0.0005000000237487257
2.7591915130615234,0.48733752965927124,2.937934637069702,0.38857147097587585,0.0005000000237487257
2.7546138763427734,0.49301278591156006,2.9499926567077637,0.40285712480545044,0.0005000000237487257
